Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
TMSB4X	19.529187767718295	1.6118965120863693	1.1007048902391203	0.0010543272308797835	0.05091149628434751	FALSE
ACTB	54.6612361383276	1.6038643839902322	1.5241719514460712	0.0010276298325862837	0.050477886086867624	FALSE
MMACHC	2.0689169404413432	1.6012110461723037	0.7906265841888177	0.056761395997304016	NA	NA
TNPO2	13.513833941694768	1.5811178874300287	0.5542406104775548	1.2452624447252522e-4	0.026696239881294125	TRUE
PRDX1	13.196581794832381	1.5605768419881636	3.715675846656701	0.0017699149012237315	0.06697006128966906	FALSE
SNX11	4.105492683439365	1.5546964842682103	0.8322683007746347	0.00324946941944566	NA	NA
CTTN-DT	71.99861932604348	1.4973653186255071	0.4141437747006505	5.459369495470458e-6	0.0031107487385190666	TRUE
GABRR3	9.201659662430188	1.4724269024643837	2.112435590465437	0.0024778924633068826	0.07906650274725288	FALSE
TMEM97	5.1069541345099365	1.4691553901282595	1.5599093470619803	0.004524279457399381	NA	NA
GPM6B	46.509793005825415	1.4268855088300183	0.7920545276282428	6.509441954203255e-4	0.042148636653466076	TRUE
VLDLR	6.496676643975806	1.4244704730328344	0.6262713591921053	0.0010334620922322396	NA	NA
GAPDH	52.36225905725389	1.4219598084886942	0.705887912355829	4.5414067432136606e-4	0.035500788734035324	TRUE
ASPH	5.179058983043642	1.4217109706728703	1.1302365949851174	0.004086511487383139	NA	NA
TMEM123	9.001246226016807	1.420213148302055	2.2985699631495224	0.0026585519593018904	0.08067691336401678	FALSE
C1D	5.554524532494464	1.4020620836882174	0.5497561519085681	8.262678360017708e-4	NA	NA
VEZF1	17.120218923228677	1.382892619784127	0.6108271354213355	4.480996665415014e-4	0.035500788734035324	TRUE
BCL7A	6.9497248055359035	1.3387889641436812	0.8593576181314283	0.0025026522631550565	NA	NA
MT-CO2	71.10891717108623	1.3256344900890298	0.5694589193659156	2.618646148314963e-4	0.029842091506197318	TRUE
ZIK1	2.8543216310880384	1.3232763194289583	0.7928858023555034	0.007566351113972277	NA	NA
NBPF20	3.6547108161971034	1.3029475845967513	0.37770897198219805	0.6185323269074466	NA	NA
NUCKS1	24.23571385792712	1.2760877223378693	1.981172014799749	0.0018100016564775421	0.06697006128966906	FALSE
CHERP	4.011386769530448	1.262855647026319	0.7580768902873906	0.00477588510452779	NA	NA
MT-ND4	99.78598599224142	1.2214208800082726	0.4699022749409089	1.4891124823004267e-4	0.026696239881294125	TRUE
BUB3	9.02572242508584	1.2190775182085083	1.0774089656453922	0.0029007954729090733	0.0843302683909995	FALSE
MRPL48	3.102642284348323	1.2168663730619136	1.0060698496691272	0.009561035803111118	NA	NA
TAOK1	9.814633578151277	1.1719733554522658	0.5080781451865073	7.588443631637448e-4	0.045998884907521465	TRUE
SMARCC2	6.4016828790212426	1.1401352389283406	0.7097469070878536	0.0030981461327548596	NA	NA
NECTIN2	3.2542458732540696	1.116846519484937	0.8027411661943413	0.008759949655857177	NA	NA
MT-CO3	82.31232936961212	1.1148056778609754	0.5743845468173943	6.658295719738913e-4	0.04215441001230258	TRUE
DKC1	4.941189021511457	1.0989937662668117	0.8524368980979234	0.005294205697842204	NA	NA
GRM7-AS2	5.808601492872502	1.0974737116604292	1.0755983143696841	0.004887492777206657	NA	NA
NDUFB5	8.082773207270435	1.0506743221268935	0.5860423630936024	0.0022176967353030957	0.07442829878007583	FALSE
EIF3H	12.992627786465603	1.0254942310719395	1.2832802268690633	0.0030509475210994206	0.08452443108783174	FALSE
HSBP1	5.4915442808669175	1.003915836285085	1.04175262031103	0.005840592932720826	NA	NA
ZMYM3	2.510759059130695	0.9955214390155734	0.6123480380796421	0.1905778440338156	NA	NA
GNAS	32.36150201897057	0.9654183260507198	0.49118874523219963	9.093643911267615e-4	0.050477886086867624	FALSE
G3BP1	9.647769566667185	0.9503999668442784	0.6148393441866923	0.0028413164955957623	0.08345268758713739	FALSE
NFAT5	9.243778080197583	0.9489213861939205	0.45337569056476135	0.0014880793132454986	0.062346146521123906	FALSE
NBPF11	2.0891393789205255	0.9405917995373537	0.6145880758395592	0.3887462194003911	NA	NA
LARP4B	6.942275740865109	0.9310515027623856	0.5359824649483754	0.003159090292004165	NA	NA
SCARB1	3.902297096448992	0.9295679382503083	1.358347688564719	0.009105867503983322	NA	NA
HDAC7	4.906735990789649	0.9160497911545205	0.6228134968205619	0.0058746101487505845	NA	NA
TPM1	9.941712724902333	0.8927962172326139	1.1669924201637805	0.004235585509392513	0.09141805391105506	FALSE
MT-ND5	75.16623257973168	0.8809206939796109	0.674966855505409	0.0019696717206834358	0.07164257780276118	FALSE
EXPH5	3.833889812177941	0.854579548220787	0.9127312884392488	0.009869103876992288	NA	NA
STK4	5.1381410871551	0.8406727168462378	0.6028967442360913	0.006490683659332876	NA	NA
IL1RAPL1	4.099951141145365	0.7947371827726892	0.622029803263246	0.009214388497694365	NA	NA
COPB2	7.738783281053379	0.7795539840135342	0.46720386916200185	0.003837668097624017	0.08746813128104661	FALSE
NBPF19	6.431718900750118	0.7789723668411745	0.34289888285622505	0.2115851020254197	NA	NA
CARHSP1	19.83648320749629	0.7229053009531372	0.4421233621946318	0.0024977133194990383	0.07906650274725288	FALSE
SON	12.62121455973649	0.7075320162364966	0.9987785992922961	0.004988811375099664	0.09701021981609567	FALSE
SPATA18	41.08254955261729	0.6899538925323879	0.5296295419297222	0.0030302507112046767	0.08452443108783174	FALSE
ELP1	4.271798871127944	0.6614739476837721	1.0012998802101207	0.011560513180594251	NA	NA
NBAS	9.66811432904995	0.6572799032381499	0.48172815191731716	0.005318523867997441	0.09713124679438917	FALSE
DNAI4	19.555185736261933	0.6472351538402619	0.5525644985210039	0.004404092328081632	0.09298542746859681	FALSE
MAST2	21.154939028168997	0.6092775337050657	0.42763789255121193	0.003927345111076077	0.08880163667822018	FALSE
PPP2R2A	4.826906019895772	0.6033383084966	0.6019739164904094	0.011872128730841038	NA	NA
MT-CO1	120.50842379535423	0.5967509774926197	0.45399016017926713	0.0033763701855351264	0.08579049282216906	FALSE
RAB11FIP5	36.741453578257406	0.5339702958739372	0.5596461941804421	0.005437230204003386	0.09866668058092769	FALSE
BAZ2A	18.726941405692376	0.4945542462219182	0.4542233824557642	0.007072552220073792	0.10831600371243547	FALSE
SBDS	7.0540119133352555	0.4753346667938777	0.43877289890002846	0.012198401528741059	NA	NA
FRMD6	11.365043392738318	0.4611590297549191	0.4818239321690089	0.00991674174272078	0.12446166178419164	FALSE
PHC3	13.458675920343376	0.4153836757992921	0.6181952051946707	0.010398167496481137	0.12659991110031948	FALSE
DGKD	8.400616168379448	0.4077426390465987	0.3919058934842166	0.014198411100407309	0.14950131739525085	FALSE
DCAF6	16.69600591953994	0.40675821426382336	0.3791683430693432	0.010288014068560803	0.12579636086407608	FALSE
AP2B1	19.003768166337906	0.39047983376995593	0.4469131919756992	0.011025098724807957	0.13076072873575428	FALSE
PKM	77.60348971568082	0.390040765193083	0.1440335422298297	5.653405667435819e-4	0.03991304572908239	TRUE
FARSB	4.159299603594439	0.3066289943811731	1.278896225182599	0.016925262222390484	NA	NA
GOLGA4	8.745669464010398	0.29874917683955654	0.3849417348704713	0.022510789178246924	0.17829682305548	FALSE
EHMT2	8.961240915544176	0.28807964103280187	0.429338066818328	0.021082521829480456	0.17480789053944018	FALSE
MAP3K11	5.479732153308538	0.2867224440213639	0.6909136271923856	0.017958934655323795	NA	NA
CNP	11.287335663665475	0.25996152386645094	0.6323743870721862	0.01272065109659487	0.14046951540387126	FALSE
MAP2K2	11.893323421668576	0.2563410588552424	0.29877961497864286	0.028389190151044477	0.19690839869460236	FALSE
KANSL3	14.423015952729559	0.25077542472359654	0.3350253731044661	0.025041537985019048	0.18530738108914097	FALSE
LUC7L2	10.161841420102478	0.2503397910739542	0.5147366819933762	0.016096186874738013	0.15651206964549008	FALSE
MACF1	9.215589459236528	0.24304871368294034	0.44817150736678735	0.01952774649576463	0.1686541424373549	FALSE
ZNF584-DT	7.601436019634142	0.23026550345157512	0.321580714021759	0.03331936148578328	0.21048084450775292	FALSE
SEC14L1	20.779076480214293	0.21709879760948855	0.3576380054181597	0.021216571821669705	0.17480789053944018	FALSE
METAP1	15.65535007007138	0.21698692425363855	0.38556551596006	0.018755643384363318	0.16635780378870058	FALSE
ATR	3.8805188679471363	0.2149623906621108	0.46797697717186415	0.0174586383844036	NA	NA
SRP72	6.037806223874546	0.20683182338556547	0.4075089353355135	0.016748447757908326	NA	NA
BAZ1B	10.14257511862456	0.20094773242928363	0.26962350753671593	0.041222055249455096	0.22937819415175306	FALSE
IPO4	8.232193380293314	0.20065323838019944	0.2889739810766322	0.03770530603230985	0.22148951935268196	FALSE
PITPNB	4.359508985376749	0.19880337937973472	0.40643524727964786	0.015850136705034417	NA	NA
CD2AP	4.953241618066903	0.19770283725017843	0.4135810361040336	0.016525044510794788	NA	NA
DDX17	13.63953174723535	0.19722958750976685	0.30288991813271504	0.030335553143193146	0.20145918625864168	FALSE
BZW1	15.242598365790997	0.19381420339542285	0.23063627391378794	0.04790513898130253	0.24488697133597087	FALSE
POLD2	16.887322361691012	0.1908036436359398	0.31991462833525625	0.022166982089758615	0.1769645399178653	FALSE
SRPK2	34.296146300275325	0.1900372071924207	0.31459688655117274	0.022645063078614833	0.1787140850719492	FALSE
RDX	6.028250302998211	0.18949214589238214	0.3510028464727195	0.018726928888783887	NA	NA
MYOM1	4.025147820229652	0.18929800010220368	0.361204949710595	0.020078614537123	NA	NA
FOCAD	6.214556786801176	0.18614779855596714	0.2875268597974155	0.03750189853083596	NA	NA
CBFA2T2	5.720239854543678	0.18209300675866302	0.28659456069153794	0.03726329986997077	NA	NA
RBM39	7.494325918814811	0.1818748316265869	0.2566324350252223	0.047559153224384296	0.24488697133597087	FALSE
RNF138	24.38803379917218	0.17921968873683095	0.36392735612704075	0.00585319909786994	0.10199896552133951	FALSE
NISCH	9.66848380363102	0.1790206331900166	0.27828900286381253	0.033709654737318	0.21061141742679598	FALSE
TCP11	60.46627920555157	0.17868508995251578	0.2374552014217988	0.043539142720530395	0.23435195838255216	FALSE
TAF10	11.643154856359416	0.17821089821270283	0.21473115605323512	0.06004300900481034	0.2677034939823234	FALSE
UHRF1BP1	8.852635728534997	0.17772960941737095	0.30114489411797735	0.02426464831190727	0.18247303850759305	FALSE
ARL2	7.927796894552428	0.17660884968621282	0.2582289449689924	0.045071698272038385	0.23755341805277352	FALSE
CHD8	6.752490649907657	0.17292182704832096	0.2787062169184839	0.0352005398915494	NA	NA
PAQR7	12.086607795984056	0.17138623696291924	0.22287583767137914	0.0583502217349028	0.2664099066069521	FALSE
CDK12	8.494007145462014	0.17037112539838334	0.23215071933353373	0.05682800001286539	0.2625686712673235	FALSE
SPATS2L	4.467893148958789	0.1679213472259389	0.31094426747537324	0.015269293501018364	NA	NA
TAF1	3.5464114643360163	0.1672053345764896	0.30099333459741934	0.02125328803732387	NA	NA
KAT6A	6.692370954759058	0.1666152231766698	0.2862910343143142	0.023382643805127223	NA	NA
ACADSB	4.6876109251635985	0.1645681453042112	0.2896308732725603	0.022866534053621965	NA	NA
ATP2A2	7.697111355406304	0.16237074532984183	0.2772146356720329	0.023597506046366994	0.18015112625434634	FALSE
XRCC6	18.163932880982358	0.1613166681205938	0.3039194149508034	0.007320869899750011	0.10979395296844177	FALSE
THAP4	5.38096279583224	0.1603853366203925	0.2599279693358169	0.03705989723775745	NA	NA
TOP2B	4.708975836828348	0.15976416224733303	0.2965388137174563	0.01197609197002114	NA	NA
C3orf22	8.912291933464768	0.15941479602555603	0.240431755544757	0.04632193723707653	0.2417054930191045	FALSE
AVL9	12.669972386763405	0.15885843677871633	0.2976526869407736	0.0076580624097543236	0.11019100911813166	FALSE
CBX5	11.604478224217258	0.1586829240582923	0.2862186564962731	0.012786674911606915	0.14065342402767606	FALSE
BPTF	31.63275022869201	0.15639752446595037	0.188473659035826	0.07346709745351672	0.2945632869459959	FALSE
BUB1B	3.4717753268826637	0.156332166631027	0.2737874772257388	0.02428848164537264	NA	NA
HDAC2	12.389807244983546	0.1556044859075718	0.22989001113199445	0.050318178981205545	0.24899752739148312	FALSE
RMND5B	8.263297052158435	0.1549793018317103	0.21394456111311738	0.0682668832430009	0.286073536724201	FALSE
USP2	31.98685986248343	0.15190580454475155	0.2309553573186593	0.04806474188981038	0.24496681510567042	FALSE
TOM1L2	5.733564215415451	0.1516759651120798	0.24116014830255983	0.04380357589948961	NA	NA
ZMYM5	4.1623730515117074	0.15167577013925806	0.25865642432966335	0.02820744845761384	NA	NA
RHOC	6.401928308264978	0.15037245846636624	0.2711256116474696	0.012952999042443809	NA	NA
SEC62	3.837527853255247	0.1489149569523073	0.2515525909939291	0.03197088214119986	NA	NA
NBR1	38.10873493862136	0.14839951027931034	0.22004154074105947	0.05134109449064706	0.249592836929537	FALSE
CBL	8.623767577178203	0.14793288805509364	0.22968734381605868	0.04796312039504098	0.24488697133597087	FALSE
NDFIP1	3.145374638699917	0.1478977753372229	0.26796076472651204	0.016897679965057973	NA	NA
RTRAF	5.668645985840661	0.14701403746131728	0.2524179811282298	0.024375552061946772	NA	NA
RALGAPA1	11.847369603854833	0.14682707059201686	0.2400641103695385	0.032982189120675576	0.21048084450775292	FALSE
RUNX1	4.257701540495159	0.1468022850039854	0.24231872528915002	0.037852459231423566	NA	NA
UMAD1	3.200052031560335	0.1456991404382612	0.2548694859377493	0.024481747123090765	NA	NA
PIGT	7.850822608422231	0.14500084760074838	0.21172028607943688	0.06828010002543232	0.286073536724201	FALSE
CCDC50	6.53026103974756	0.14394789557759097	0.21268533745877216	0.06822721460979354	NA	NA
BAG6	10.980808642674427	0.14381855113710196	0.22493212440308807	0.046631459905777384	0.2422597260024941	FALSE
COPS8	3.0212975916856344	0.1428972827822765	0.2525808467570245	0.022244113001052276	NA	NA
FAM83H	3.5737120056121503	0.14193885872520648	0.24100333689215397	0.03274900599244691	NA	NA
SLC25A45	3.2252332507695236	0.14165017354223752	0.24872917057499103	0.022929585787166404	NA	NA
FYTTD1	3.8541256702710256	0.14118631654056674	0.24529728296796768	0.02464309861624792	NA	NA
ERBIN	13.850209393080295	0.14098990903955208	0.2541847645159799	0.010044446735349457	0.12452813963594064	FALSE
UBA52	48.79456300071412	0.14068521575227338	0.21564699638805476	0.050169775246885304	0.24899752739148312	FALSE
POLDIP2	6.688938854893615	0.14066831953064604	0.23794408087017535	0.029397459414126664	NA	NA
ADNP	12.870060432360626	0.1405211459984487	0.1936796276537359	0.0828761688734531	0.31049144975505644	FALSE
MDH1	2.2708679643046255	0.14048042511299175	0.25529285492335696	0.018026963713923434	NA	NA
KIAA2013	6.893349541915278	0.140061141711857	0.22037662147336462	0.052398499939622055	NA	NA
MTAP	7.135160100333173	0.13995022382068978	0.22470859145104172	0.04592268907867431	NA	NA
SPECC1	22.03994614746771	0.1396124156287777	0.22918055714272992	0.033986976219103425	0.21095619879787725	FALSE
YTHDF2	3.9165833648548944	0.13960894709988222	0.23028802613862492	0.04324289229359177	NA	NA
ASH1L	22.268795688174716	0.1390863492204178	0.20104428293036986	0.06975966468267472	0.28848728752856745	FALSE
UTRN	13.204801360689743	0.13901794475440468	0.20867307518468892	0.06269114982411104	0.2756282189026117	FALSE
PTPA	5.250806312847921	0.13888328530497626	0.21786178980809537	0.05811699038145103	NA	NA
HIPK2	14.662438538793934	0.13855292047055182	0.2543187872299396	0.006455705355897241	0.1045017304485866	FALSE
SLC25A36	2.9036750727770575	0.1384778160932025	0.24255224820042898	0.02632863241872655	NA	NA
CHCHD3	3.7087330396582177	0.1380596276922448	0.2309810994841376	0.04056459875899139	NA	NA
DDX21	9.800132706360241	0.13780888478497683	0.21708930815501692	0.05178874279933698	0.249592836929537	FALSE
DCAF10	10.51879886864115	0.13776908323037312	0.22923137725960632	0.033147288774204725	0.21048084450775292	FALSE
HNRNPR	6.994932332537019	0.13771385573405534	0.22696689078351587	0.0367076348613498	NA	NA
EIF2D	4.514378627915564	0.13748121581863787	0.23424652031794863	0.02988362093962042	NA	NA
UBE3C	5.309518675522787	0.137327731784302	0.22432048096908078	0.044611802399630904	NA	NA
TBC1D1	11.64368616531042	0.137054161492301	0.191660548469902	0.08515061810866285	0.3156764171734402	FALSE
RBPJ	5.247042102353843	0.13697147978358692	0.22858988122067686	0.0371820065409269	NA	NA
POLR1D	11.526141982517599	0.1361368693459368	0.2092185754679234	0.061829049752635666	0.27296836776566397	FALSE
EVI5	4.563704395044619	0.13589127274889035	0.22725065153960908	0.038428723570778374	NA	NA
PIP5K1A	7.992637898327425	0.1352918237963366	0.23031574205794672	0.028075843760699444	0.19604921292704097	FALSE
HDAC5	6.085589585448984	0.13518912721171716	0.20773841513846963	0.06798978444179467	NA	NA
UBR4	21.353989793779338	0.13452168438832285	0.2318693711094346	0.019893143928388566	0.1686541424373549	FALSE
FAF1	6.646093150077638	0.13448514111441218	0.22803076461207022	0.03116879965497625	NA	NA
GOT2	9.809005404274425	0.13383766677705627	0.23766115816392766	0.014484823800262047	0.14950131739525085	FALSE
ARHGAP29	4.455623515847271	0.1334870583569383	0.23146671480596395	0.026289138550963514	NA	NA
GGCX	4.014968067527433	0.13314098905261887	0.22326866950978466	0.04079887597265177	NA	NA
PAPOLA	13.505172906073042	0.13311908033790523	0.19448723321373543	0.07968672456077401	0.30535021625327236	FALSE
SLC2A4	3.292038516520436	0.13280511197587247	0.22871457715600663	0.03200028097882998	NA	NA
TM7SF2	2.775816221795453	0.1317848963822001	0.22978726368731794	0.02947544152203552	NA	NA
CCNT2	3.060461704037889	0.1312687338066544	0.22769423393158938	0.030803838560345957	NA	NA
GOLGA8Q	4.592079504901371	0.13121363787205856	0.21619326367974132	0.04908728642748826	NA	NA
ACACA	10.288653038336397	0.13118954124721166	0.18596518512348298	0.09389572363464446	0.3285152109671376	FALSE
NF1	22.08033124339375	0.13102184062885122	0.2116236428841596	0.04676828687306836	0.2422597260024941	FALSE
MT-ATP6	86.84121145298799	0.13063021534642352	0.24217261937718199	0.00373394914354123	0.08579049282216906	FALSE
SNU13	6.941081974888844	0.13060048372071703	0.21276163304312176	0.05056006476987679	NA	NA
FDX1	3.3963569712692943	0.13002261931387535	0.2201972676545932	0.04132671305999969	NA	NA
CUL7	2.217310370232434	0.13002246128978884	0.24004101602741623	0.007461368272266445	NA	NA
ZNF213	10.356999042024874	0.12995085907977627	0.2102958378866692	0.05130004294915552	0.249592836929537	FALSE
CSNK2A1	10.44829175418756	0.1296607585974678	0.23573985197584654	0.008745259576036843	0.11793950384257716	FALSE
MRPS5	6.350830533389809	0.12956117056494862	0.20295271661473518	0.05676273202669924	NA	NA
SNAPC1	3.25210253242495	0.12883806870180464	0.2314279826712539	0.017346549666790754	NA	NA
RNF38	53.843144096927674	0.1287497179836536	0.19512295896515847	0.0713997134390838	0.28986225642413865	FALSE
TSPYL5	13.207405917848442	0.12870750511703	0.18919435942547608	0.08761128672529972	0.319574185811037	FALSE
NT5DC2	2.5222083713163888	0.12850154043038867	0.23111837017611495	0.01979158617070523	NA	NA
RAB31	2.635431810497658	0.12842787481139986	0.2267652787667575	0.024668019683370075	NA	NA
HNRNPDL	4.392623146779629	0.12796308202813403	0.22201662101125733	0.02978285707393244	NA	NA
PCGF5	6.4127313466313725	0.12789945413079107	0.2133035250914459	0.04475576519227575	NA	NA
PIGA	1.77364788048586	0.12784839919931815	0.2311177808033817	0.09900932405302638	NA	NA
MAPK6	11.25530834204603	0.12761018552965436	0.19471789285199168	0.07744076896785615	0.3029467209396754	FALSE
EIF5A	35.80010304215333	0.12754072753718154	0.2113636753287334	0.04075678401605311	0.228574956027038	FALSE
GSK3B	7.281048719912129	0.12727634077071895	0.19819366738968844	0.07536623501796881	0.298539458579719	FALSE
ATXN10	7.622822755207439	0.12722933041150014	0.19282529083545477	0.08677423484833577	0.3187268922142372	FALSE
SMAD4	6.36401237056812	0.12662711541552935	0.19473081803991937	0.08470776197752518	NA	NA
TTC3	17.22295206603174	0.12646563005134698	0.19299282536384074	0.07773218174349898	0.3029467209396754	FALSE
WDR82	4.926720285139665	0.12605018978125015	0.2029163793151998	0.06692695295257739	NA	NA
PDZD8	55.08466909434735	0.12592812136576975	0.20970618243180045	0.040842458596534015	0.22860543131930336	FALSE
COX8A	13.484852547064783	0.12584439797344227	0.22492781229829503	0.014453182668260924	0.14950131739525085	FALSE
ZNF638	11.579657984522825	0.1254826284414127	0.20019782913219056	0.0641293247395935	0.27801816790211903	FALSE
PPP2R3A	3.0133328723021062	0.12534027461076389	0.20289414456710866	0.958769711694174	NA	NA
GTPBP1	4.6072965267169534	0.12485040229812902	0.20236215857582332	0.06750106221942233	NA	NA
ILF3-DT	3.5962308441312474	0.12482819866413256	0.22147987704610692	0.023310274249010107	NA	NA
KRTAP1-1	2.2510891480745263	0.12401647975993368	0.22560184976518488	0.018865689919522755	NA	NA
MT-TV	2.6502080716294447	0.1239183384393007	0.22100671395517896	0.02430559019139866	NA	NA
KCMF1	9.508003585434214	0.12389688058184888	0.2029477099677212	0.05619657268396468	0.26075575826810315	FALSE
RBM12	7.029269817725341	0.12364256361486807	0.19862953529293947	0.06900464222588176	NA	NA
TTI1	3.7297506970201266	0.12364236630908366	0.2113895042642117	0.04321124067536322	NA	NA
TARDBP	4.827941954371217	0.1236401071913673	0.20375740947145268	0.06016649485230218	NA	NA
RRP1	3.362157603415217	0.12331031530290167	0.20966474413933914	0.04624900834446826	NA	NA
ACOT9	2.115034542724987	0.1228219976012517	0.22604340186832061	0.009235191416428925	NA	NA
SLC39A9	5.521452146310117	0.1226251620990063	0.21297320182387008	0.03299914941691584	NA	NA
PXMP4	2.351019836710211	0.12253800576128393	0.2196422655022612	0.02536310651310674	NA	NA
API5	3.4489068387909785	0.12232532354706571	0.21547588191422773	0.031083966249221974	NA	NA
UBALD1	3.35249237434027	0.12231238536405598	0.20956234471560384	0.045102082879575504	NA	NA
FNTA	4.928046606959526	0.12216988041488942	0.19896332322078022	0.06974938915892426	NA	NA
PPDPF	11.827856417220389	0.12210668405876475	0.21830253267799846	0.016964470693158422	0.16273325590844562	FALSE
TGS1	4.709317178093491	0.12145652519129223	0.21031300651965942	0.037269618876833374	NA	NA
SIK3	9.272610611633905	0.12142788165858673	0.1982641957768539	0.06300156299876433	0.27656618333355865	FALSE
PCMTD2	3.401402274072609	0.1214082291120776	0.21299089026195622	0.03320978095740824	NA	NA
PTEN	8.234805660423683	0.1210039360363792	0.19464173845759353	0.07361497378222151	0.2945632869459959	FALSE
MAP3K9	5.224465415009898	0.12096257399121241	0.19413020720315055	0.07906741259569446	NA	NA
CRNKL1	2.8766402326064244	0.12065373692265902	0.21430293570637596	0.029372521584783175	NA	NA
SUCLG2	3.1293508325929906	0.11974250850632484	0.20691665992741085	0.04496481349459892	NA	NA
PFDN5	4.743912357760335	0.11961421529396905	0.2107613172401024	0.030363933266098868	NA	NA
MAP1LC3B	7.196711842122079	0.11927293445347056	0.18400740504530125	0.09925640119888081	NA	NA
LYRM1	6.434973214815453	0.11921044545730612	0.18505840808453283	0.0980158729333329	NA	NA
